yr,ssp3,ssp1,,,,
1787.042,279.64,279.64,,,,
1787.125,279.66,279.66,,,,
1787.209,279.68,279.68,,,,
1787.292,279.7,279.7,,,,
1787.375,279.71,279.71,,,,
1787.459,279.73,279.73,,,,
1787.542,279.75,279.75,,,,
1787.625,279.77,279.77,,,,
1787.709,279.79,279.79,,,,
1787.792,279.81,279.81,,,,
1787.875,279.83,279.83,,,,
1787.959,279.85,279.85,,,,
1788.042,279.86,279.86,,,,
1788.125,279.88,279.88,,,,
1788.209,279.9,279.9,,,,
1788.292,279.92,279.92,,,,
1788.375,279.94,279.94,,,,
1788.459,279.96,279.96,,,,
1788.542,279.98,279.98,,,,
1788.625,280,280,,,,
1788.709,280.02,280.02,,,,
1788.792,280.04,280.04,,,,
1788.875,280.06,280.06,,,,
1788.959,280.08,280.08,,,,
1789.042,280.1,280.1,,,,
1789.125,280.11,280.11,,,,
1789.209,280.13,280.13,,,,
1789.292,280.15,280.15,,,,
1789.375,280.17,280.17,,,,
1789.459,280.19,280.19,,,,
1789.542,280.21,280.21,,,,
1789.625,280.23,280.23,,,,
1789.709,280.25,280.25,,,,
1789.792,280.27,280.27,,,,
1789.875,280.29,280.29,,,,
1789.959,280.31,280.31,,,,
1790.042,280.33,280.33,,,,
1790.125,280.35,280.35,,,,
1790.209,280.37,280.37,,,,
1790.292,280.39,280.39,,,,
1790.375,280.41,280.41,,,,
1790.459,280.43,280.43,,,,
1790.542,280.44,280.44,,,,
1790.625,280.46,280.46,,,,
1790.709,280.48,280.48,,,,
1790.792,280.5,280.5,,,,
1790.875,280.52,280.52,,,,
1790.959,280.54,280.54,,,,
1791.042,280.56,280.56,,,,
1791.125,280.58,280.58,,,,
1791.209,280.6,280.6,,,,
1791.292,280.62,280.62,,,,
1791.375,280.64,280.64,,,,
1791.459,280.66,280.66,,,,
1791.542,280.68,280.68,,,,
1791.625,280.7,280.7,,,,
1791.709,280.72,280.72,,,,
1791.792,280.74,280.74,,,,
1791.875,280.76,280.76,,,,
1791.959,280.78,280.78,,,,
1792.042,280.79,280.79,,,,
1792.125,280.81,280.81,,,,
1792.209,280.83,280.83,,,,
1792.292,280.85,280.85,,,,
1792.375,280.87,280.87,,,,
1792.459,280.89,280.89,,,,
1792.542,280.91,280.91,,,,
1792.625,280.93,280.93,,,,
1792.709,280.95,280.95,,,,
1792.792,280.97,280.97,,,,
1792.875,280.99,280.99,,,,
1792.959,281.01,281.01,,,,
1793.042,281.03,281.03,,,,
1793.125,281.04,281.04,,,,
1793.209,281.06,281.06,,,,
1793.292,281.08,281.08,,,,
1793.375,281.1,281.1,,,,
1793.459,281.12,281.12,,,,
1793.542,281.14,281.14,,,,
1793.625,281.16,281.16,,,,
1793.709,281.18,281.18,,,,
1793.792,281.2,281.2,,,,
1793.875,281.21,281.21,,,,
1793.959,281.23,281.23,,,,
1794.042,281.25,281.25,,,,
1794.125,281.27,281.27,,,,
1794.209,281.29,281.29,,,,
1794.292,281.31,281.31,,,,
1794.375,281.33,281.33,,,,
1794.459,281.34,281.34,,,,
1794.542,281.36,281.36,,,,
1794.625,281.38,281.38,,,,
1794.709,281.4,281.4,,,,
1794.792,281.42,281.42,,,,
1794.875,281.44,281.44,,,,
1794.959,281.45,281.45,,,,
1795.042,281.47,281.47,,,,
1795.125,281.49,281.49,,,,
1795.209,281.51,281.51,,,,
1795.292,281.53,281.53,,,,
1795.375,281.54,281.54,,,,
1795.459,281.56,281.56,,,,
1795.542,281.58,281.58,,,,
1795.625,281.6,281.6,,,,
1795.709,281.62,281.62,,,,
1795.792,281.63,281.63,,,,
1795.875,281.65,281.65,,,,
1795.959,281.67,281.67,,,,
1796.042,281.69,281.69,,,,
1796.125,281.7,281.7,,,,
1796.209,281.72,281.72,,,,
1796.292,281.74,281.74,,,,
1796.375,281.76,281.76,,,,
1796.459,281.77,281.77,,,,
1796.542,281.79,281.79,,,,
1796.625,281.81,281.81,,,,
1796.709,281.83,281.83,,,,
1796.792,281.84,281.84,,,,
1796.875,281.86,281.86,,,,
1796.959,281.88,281.88,,,,
1797.042,281.89,281.89,,,,
1797.125,281.91,281.91,,,,
1797.209,281.93,281.93,,,,
1797.292,281.94,281.94,,,,
1797.375,281.96,281.96,,,,
1797.459,281.98,281.98,,,,
1797.542,281.99,281.99,,,,
1797.625,282.01,282.01,,,,
1797.709,282.03,282.03,,,,
1797.792,282.04,282.04,,,,
1797.875,282.06,282.06,,,,
1797.959,282.08,282.08,,,,
1798.042,282.09,282.09,,,,
1798.125,282.11,282.11,,,,
1798.209,282.12,282.12,,,,
1798.292,282.14,282.14,,,,
1798.375,282.16,282.16,,,,
1798.459,282.17,282.17,,,,
1798.542,282.19,282.19,,,,
1798.625,282.2,282.2,,,,
1798.709,282.22,282.22,,,,
1798.792,282.23,282.23,,,,
1798.875,282.25,282.25,,,,
1798.959,282.27,282.27,,,,
1799.042,282.28,282.28,,,,
1799.125,282.3,282.3,,,,
1799.209,282.31,282.31,,,,
1799.292,282.33,282.33,,,,
1799.375,282.34,282.34,,,,
1799.459,282.36,282.36,,,,
1799.542,282.37,282.37,,,,
1799.625,282.39,282.39,,,,
1799.709,282.4,282.4,,,,
1799.792,282.42,282.42,,,,
1799.875,282.43,282.43,,,,
1799.959,282.45,282.45,,,,
1800.042,282.46,282.46,,,,
1800.125,282.48,282.48,,,,
1800.209,282.49,282.49,,,,
1800.292,282.5,282.5,,,,
1800.375,282.52,282.52,,,,
1800.459,282.53,282.53,,,,
1800.542,282.55,282.55,,,,
1800.625,282.56,282.56,,,,
1800.709,282.57,282.57,,,,
1800.792,282.59,282.59,,,,
1800.875,282.6,282.6,,,,
1800.959,282.62,282.62,,,,
1801.042,282.63,282.63,,,,
1801.125,282.64,282.64,,,,
1801.209,282.66,282.66,,,,
1801.292,282.67,282.67,,,,
1801.375,282.69,282.69,,,,
1801.459,282.7,282.7,,,,
1801.542,282.71,282.71,,,,
1801.625,282.73,282.73,,,,
1801.709,282.74,282.74,,,,
1801.792,282.75,282.75,,,,
1801.875,282.77,282.77,,,,
1801.959,282.78,282.78,,,,
1802.042,282.79,282.79,,,,
1802.125,282.81,282.81,,,,
1802.209,282.82,282.82,,,,
1802.292,282.83,282.83,,,,
1802.375,282.84,282.84,,,,
1802.459,282.86,282.86,,,,
1802.542,282.87,282.87,,,,
1802.625,282.88,282.88,,,,
1802.709,282.89,282.89,,,,
1802.792,282.91,282.91,,,,
1802.875,282.92,282.92,,,,
1802.959,282.93,282.93,,,,
1803.042,282.94,282.94,,,,
1803.125,282.96,282.96,,,,
1803.209,282.97,282.97,,,,
1803.292,282.98,282.98,,,,
1803.375,282.99,282.99,,,,
1803.459,283,283,,,,
1803.542,283.01,283.01,,,,
1803.625,283.03,283.03,,,,
1803.709,283.04,283.04,,,,
1803.792,283.05,283.05,,,,
1803.875,283.06,283.06,,,,
1803.959,283.07,283.07,,,,
1804.042,283.08,283.08,,,,
1804.125,283.1,283.1,,,,
1804.209,283.11,283.11,,,,
1804.292,283.12,283.12,,,,
1804.375,283.13,283.13,,,,
1804.459,283.14,283.14,,,,
1804.542,283.15,283.15,,,,
1804.625,283.16,283.16,,,,
1804.709,283.17,283.17,,,,
1804.792,283.18,283.18,,,,
1804.875,283.19,283.19,,,,
1804.959,283.2,283.2,,,,
1805.042,283.22,283.22,,,,
1805.125,283.23,283.23,,,,
1805.209,283.24,283.24,,,,
1805.292,283.25,283.25,,,,
1805.375,283.26,283.26,,,,
1805.459,283.27,283.27,,,,
1805.542,283.28,283.28,,,,
1805.625,283.29,283.29,,,,
1805.709,283.29,283.29,,,,
1805.792,283.3,283.3,,,,
1805.875,283.31,283.31,,,,
1805.959,283.32,283.32,,,,
1806.042,283.33,283.33,,,,
1806.125,283.34,283.34,,,,
1806.209,283.35,283.35,,,,
1806.292,283.36,283.36,,,,
1806.375,283.37,283.37,,,,
1806.459,283.38,283.38,,,,
1806.542,283.39,283.39,,,,
1806.625,283.4,283.4,,,,
1806.709,283.41,283.41,,,,
1806.792,283.42,283.42,,,,
1806.875,283.42,283.42,,,,
1806.959,283.43,283.43,,,,
1807.042,283.44,283.44,,,,
1807.125,283.45,283.45,,,,
1807.209,283.46,283.46,,,,
1807.292,283.47,283.47,,,,
1807.375,283.47,283.47,,,,
1807.459,283.48,283.48,,,,
1807.542,283.49,283.49,,,,
1807.625,283.5,283.5,,,,
1807.709,283.5,283.5,,,,
1807.792,283.51,283.51,,,,
1807.875,283.52,283.52,,,,
1807.959,283.53,283.53,,,,
1808.042,283.54,283.54,,,,
1808.125,283.54,283.54,,,,
1808.209,283.55,283.55,,,,
1808.292,283.56,283.56,,,,
1808.375,283.56,283.56,,,,
1808.459,283.57,283.57,,,,
1808.542,283.58,283.58,,,,
1808.625,283.58,283.58,,,,
1808.709,283.59,283.59,,,,
1808.792,283.6,283.6,,,,
1808.875,283.6,283.6,,,,
1808.959,283.61,283.61,,,,
1809.042,283.62,283.62,,,,
1809.125,283.62,283.62,,,,
1809.209,283.63,283.63,,,,
1809.292,283.64,283.64,,,,
1809.375,283.64,283.64,,,,
1809.459,283.65,283.65,,,,
1809.542,283.65,283.65,,,,
1809.625,283.66,283.66,,,,
1809.709,283.66,283.66,,,,
1809.792,283.67,283.67,,,,
1809.875,283.68,283.68,,,,
1809.959,283.68,283.68,,,,
1810.042,283.69,283.69,,,,
1810.125,283.69,283.69,,,,
1810.209,283.7,283.7,,,,
1810.292,283.7,283.7,,,,
1810.375,283.7,283.7,,,,
1810.459,283.71,283.71,,,,
1810.542,283.71,283.71,,,,
1810.625,283.72,283.72,,,,
1810.709,283.72,283.72,,,,
1810.792,283.73,283.73,,,,
1810.875,283.73,283.73,,,,
1810.959,283.74,283.74,,,,
1811.042,283.74,283.74,,,,
1811.125,283.74,283.74,,,,
1811.209,283.75,283.75,,,,
1811.292,283.75,283.75,,,,
1811.375,283.75,283.75,,,,
1811.459,283.76,283.76,,,,
1811.542,283.76,283.76,,,,
1811.625,283.76,283.76,,,,
1811.709,283.77,283.77,,,,
1811.792,283.77,283.77,,,,
1811.875,283.77,283.77,,,,
1811.959,283.78,283.78,,,,
1812.042,283.78,283.78,,,,
1812.125,283.78,283.78,,,,
1812.209,283.78,283.78,,,,
1812.292,283.79,283.79,,,,
1812.375,283.79,283.79,,,,
1812.459,283.79,283.79,,,,
1812.542,283.79,283.79,,,,
1812.625,283.79,283.79,,,,
1812.709,283.8,283.8,,,,
1812.792,283.8,283.8,,,,
1812.875,283.8,283.8,,,,
1812.959,283.8,283.8,,,,
1813.042,283.8,283.8,,,,
1813.125,283.8,283.8,,,,
1813.209,283.8,283.8,,,,
1813.292,283.81,283.81,,,,
1813.375,283.81,283.81,,,,
1813.459,283.81,283.81,,,,
1813.542,283.81,283.81,,,,
1813.625,283.81,283.81,,,,
1813.709,283.81,283.81,,,,
1813.792,283.81,283.81,,,,
1813.875,283.81,283.81,,,,
1813.959,283.81,283.81,,,,
1814.042,283.81,283.81,,,,
1814.125,283.81,283.81,,,,
1814.209,283.81,283.81,,,,
1814.292,283.81,283.81,,,,
1814.375,283.81,283.81,,,,
1814.459,283.81,283.81,,,,
1814.542,283.81,283.81,,,,
1814.625,283.81,283.81,,,,
1814.709,283.81,283.81,,,,
1814.792,283.81,283.81,,,,
1814.875,283.81,283.81,,,,
1814.959,283.81,283.81,,,,
1815.042,283.8,283.8,,,,
1815.125,283.8,283.8,,,,
1815.209,283.8,283.8,,,,
1815.292,283.8,283.8,,,,
1815.375,283.8,283.8,,,,
1815.459,283.8,283.8,,,,
1815.542,283.79,283.79,,,,
1815.625,283.79,283.79,,,,
1815.709,283.79,283.79,,,,
1815.792,283.79,283.79,,,,
1815.875,283.79,283.79,,,,
1815.959,283.79,283.79,,,,
1816.042,283.78,283.78,,,,
1816.125,283.78,283.78,,,,
1816.209,283.78,283.78,,,,
1816.292,283.78,283.78,,,,
1816.375,283.77,283.77,,,,
1816.459,283.77,283.77,,,,
1816.542,283.77,283.77,,,,
1816.625,283.76,283.76,,,,
1816.709,283.76,283.76,,,,
1816.792,283.76,283.76,,,,
1816.875,283.76,283.76,,,,
1816.959,283.75,283.75,,,,
1817.042,283.75,283.75,,,,
1817.125,283.75,283.75,,,,
1817.209,283.74,283.74,,,,
1817.292,283.74,283.74,,,,
1817.375,283.74,283.74,,,,
1817.459,283.73,283.73,,,,
1817.542,283.73,283.73,,,,
1817.625,283.73,283.73,,,,
1817.709,283.72,283.72,,,,
1817.792,283.72,283.72,,,,
1817.875,283.72,283.72,,,,
1817.959,283.71,283.71,,,,
1818.042,283.71,283.71,,,,
1818.125,283.71,283.71,,,,
1818.209,283.7,283.7,,,,
1818.292,283.7,283.7,,,,
1818.375,283.7,283.7,,,,
1818.459,283.69,283.69,,,,
1818.542,283.69,283.69,,,,
1818.625,283.68,283.68,,,,
1818.709,283.68,283.68,,,,
1818.792,283.68,283.68,,,,
1818.875,283.67,283.67,,,,
1818.959,283.67,283.67,,,,
1819.042,283.67,283.67,,,,
1819.125,283.66,283.66,,,,
1819.209,283.66,283.66,,,,
1819.292,283.65,283.65,,,,
1819.375,283.65,283.65,,,,
1819.459,283.65,283.65,,,,
1819.542,283.64,283.64,,,,
1819.625,283.64,283.64,,,,
1819.709,283.63,283.63,,,,
1819.792,283.63,283.63,,,,
1819.875,283.63,283.63,,,,
1819.959,283.62,283.62,,,,
1820.042,283.62,283.62,,,,
1820.125,283.61,283.61,,,,
1820.209,283.61,283.61,,,,
1820.292,283.61,283.61,,,,
1820.375,283.6,283.6,,,,
1820.459,283.6,283.6,,,,
1820.542,283.6,283.6,,,,
1820.625,283.59,283.59,,,,
1820.709,283.59,283.59,,,,
1820.792,283.58,283.58,,,,
1820.875,283.58,283.58,,,,
1820.959,283.58,283.58,,,,
1821.042,283.57,283.57,,,,
1821.125,283.57,283.57,,,,
1821.209,283.57,283.57,,,,
1821.292,283.56,283.56,,,,
1821.375,283.56,283.56,,,,
1821.459,283.55,283.55,,,,
1821.542,283.55,283.55,,,,
1821.625,283.55,283.55,,,,
1821.709,283.54,283.54,,,,
1821.792,283.54,283.54,,,,
1821.875,283.54,283.54,,,,
1821.959,283.53,283.53,,,,
1822.042,283.53,283.53,,,,
1822.125,283.53,283.53,,,,
1822.209,283.52,283.52,,,,
1822.292,283.52,283.52,,,,
1822.375,283.52,283.52,,,,
1822.459,283.52,283.52,,,,
1822.542,283.51,283.51,,,,
1822.625,283.51,283.51,,,,
1822.709,283.51,283.51,,,,
1822.792,283.5,283.5,,,,
1822.875,283.5,283.5,,,,
1822.959,283.5,283.5,,,,
1823.042,283.5,283.5,,,,
1823.125,283.49,283.49,,,,
1823.209,283.49,283.49,,,,
1823.292,283.49,283.49,,,,
1823.375,283.49,283.49,,,,
1823.459,283.48,283.48,,,,
1823.542,283.48,283.48,,,,
1823.625,283.48,283.48,,,,
1823.709,283.48,283.48,,,,
1823.792,283.48,283.48,,,,
1823.875,283.47,283.47,,,,
1823.959,283.47,283.47,,,,
1824.042,283.47,283.47,,,,
1824.125,283.47,283.47,,,,
1824.209,283.47,283.47,,,,
1824.292,283.47,283.47,,,,
1824.375,283.47,283.47,,,,
1824.459,283.46,283.46,,,,
1824.542,283.46,283.46,,,,
1824.625,283.46,283.46,,,,
1824.709,283.46,283.46,,,,
1824.792,283.46,283.46,,,,
1824.875,283.46,283.46,,,,
1824.959,283.46,283.46,,,,
1825.042,283.46,283.46,,,,
1825.125,283.46,283.46,,,,
1825.209,283.46,283.46,,,,
1825.292,283.46,283.46,,,,
1825.375,283.46,283.46,,,,
1825.459,283.46,283.46,,,,
1825.542,283.46,283.46,,,,
1825.625,283.46,283.46,,,,
1825.709,283.46,283.46,,,,
1825.792,283.46,283.46,,,,
1825.875,283.46,283.46,,,,
1825.959,283.46,283.46,,,,
1826.042,283.46,283.46,,,,
1826.125,283.46,283.46,,,,
1826.209,283.46,283.46,,,,
1826.292,283.47,283.47,,,,
1826.375,283.47,283.47,,,,
1826.459,283.47,283.47,,,,
1826.542,283.47,283.47,,,,
1826.625,283.47,283.47,,,,
1826.709,283.47,283.47,,,,
1826.792,283.48,283.48,,,,
1826.875,283.48,283.48,,,,
1826.959,283.48,283.48,,,,
1827.042,283.48,283.48,,,,
1827.125,283.48,283.48,,,,
1827.209,283.49,283.49,,,,
1827.292,283.49,283.49,,,,
1827.375,283.49,283.49,,,,
1827.459,283.5,283.5,,,,
1827.542,283.5,283.5,,,,
1827.625,283.5,283.5,,,,
1827.709,283.5,283.5,,,,
1827.792,283.51,283.51,,,,
1827.875,283.51,283.51,,,,
1827.959,283.51,283.51,,,,
1828.042,283.51,283.51,,,,
1828.125,283.52,283.52,,,,
1828.209,283.52,283.52,,,,
1828.292,283.53,283.53,,,,
1828.375,283.53,283.53,,,,
1828.459,283.53,283.53,,,,
1828.542,283.54,283.54,,,,
1828.625,283.54,283.54,,,,
1828.709,283.54,283.54,,,,
1828.792,283.55,283.55,,,,
1828.875,283.55,283.55,,,,
1828.959,283.55,283.55,,,,
1829.042,283.56,283.56,,,,
1829.125,283.56,283.56,,,,
1829.208,283.57,283.57,,,,
1829.292,283.57,283.57,,,,
1829.375,283.57,283.57,,,,
1829.458,283.58,283.58,,,,
1829.542,283.58,283.58,,,,
1829.625,283.59,283.59,,,,
1829.708,283.59,283.59,,,,
1829.792,283.59,283.59,,,,
1829.875,283.6,283.6,,,,
1829.958,283.6,283.6,,,,
1830.042,283.61,283.61,,,,
1830.125,283.61,283.61,,,,
1830.208,283.62,283.62,,,,
1830.292,283.62,283.62,,,,
1830.375,283.63,283.63,,,,
1830.458,283.63,283.63,,,,
1830.542,283.64,283.64,,,,
1830.625,283.64,283.64,,,,
1830.708,283.65,283.65,,,,
1830.792,283.65,283.65,,,,
1830.875,283.66,283.66,,,,
1830.958,283.66,283.66,,,,
1831.042,283.67,283.67,,,,
1831.125,283.67,283.67,,,,
1831.208,283.68,283.68,,,,
1831.292,283.68,283.68,,,,
1831.375,283.69,283.69,,,,
1831.458,283.69,283.69,,,,
1831.542,283.7,283.7,,,,
1831.625,283.7,283.7,,,,
1831.708,283.71,283.71,,,,
1831.792,283.71,283.71,,,,
1831.875,283.72,283.72,,,,
1831.958,283.72,283.72,,,,
1832.042,283.73,283.73,,,,
1832.125,283.74,283.74,,,,
1832.208,283.74,283.74,,,,
1832.292,283.75,283.75,,,,
1832.375,283.75,283.75,,,,
1832.458,283.76,283.76,,,,
1832.542,283.76,283.76,,,,
1832.625,283.77,283.77,,,,
1832.708,283.78,283.78,,,,
1832.792,283.78,283.78,,,,
1832.875,283.79,283.79,,,,
1832.958,283.79,283.79,,,,
1833.042,283.8,283.8,,,,
1833.125,283.81,283.81,,,,
1833.208,283.81,283.81,,,,
1833.292,283.82,283.82,,,,
1833.375,283.83,283.83,,,,
1833.458,283.83,283.83,,,,
1833.542,283.84,283.84,,,,
1833.625,283.84,283.84,,,,
1833.708,283.85,283.85,,,,
1833.792,283.86,283.86,,,,
1833.875,283.86,283.86,,,,
1833.958,283.87,283.87,,,,
1834.042,283.88,283.88,,,,
1834.125,283.88,283.88,,,,
1834.208,283.89,283.89,,,,
1834.292,283.9,283.9,,,,
1834.375,283.9,283.9,,,,
1834.458,283.91,283.91,,,,
1834.542,283.92,283.92,,,,
1834.625,283.93,283.93,,,,
1834.708,283.93,283.93,,,,
1834.792,283.94,283.94,,,,
1834.875,283.95,283.95,,,,
1834.958,283.95,283.95,,,,
1835.042,283.96,283.96,,,,
1835.125,283.97,283.97,,,,
1835.208,283.98,283.98,,,,
1835.292,283.99,283.99,,,,
1835.375,283.99,283.99,,,,
1835.458,284,284,,,,
1835.542,284.01,284.01,,,,
1835.625,284.02,284.02,,,,
1835.708,284.03,284.03,,,,
1835.792,284.03,284.03,,,,
1835.875,284.04,284.04,,,,
1835.958,284.05,284.05,,,,
1836.042,284.06,284.06,,,,
1836.125,284.07,284.07,,,,
1836.208,284.08,284.08,,,,
1836.292,284.09,284.09,,,,
1836.375,284.1,284.1,,,,
1836.458,284.11,284.11,,,,
1836.542,284.11,284.11,,,,
1836.625,284.12,284.12,,,,
1836.708,284.13,284.13,,,,
1836.792,284.14,284.14,,,,
1836.875,284.15,284.15,,,,
1836.958,284.16,284.16,,,,
1837.042,284.17,284.17,,,,
1837.125,284.18,284.18,,,,
1837.208,284.19,284.19,,,,
1837.292,284.2,284.2,,,,
1837.375,284.21,284.21,,,,
1837.458,284.23,284.23,,,,
1837.542,284.24,284.24,,,,
1837.625,284.25,284.25,,,,
1837.708,284.26,284.26,,,,
1837.792,284.27,284.27,,,,
1837.875,284.28,284.28,,,,
1837.958,284.29,284.29,,,,
1838.042,284.3,284.3,,,,
1838.125,284.31,284.31,,,,
1838.208,284.33,284.33,,,,
1838.292,284.34,284.34,,,,
1838.375,284.35,284.35,,,,
1838.458,284.36,284.36,,,,
1838.542,284.38,284.38,,,,
1838.625,284.39,284.39,,,,
1838.708,284.4,284.4,,,,
1838.792,284.41,284.41,,,,
1838.875,284.43,284.43,,,,
1838.958,284.44,284.44,,,,
1839.042,284.45,284.45,,,,
1839.125,284.47,284.47,,,,
1839.208,284.48,284.48,,,,
1839.292,284.49,284.49,,,,
1839.375,284.51,284.51,,,,
1839.458,284.52,284.52,,,,
1839.542,284.54,284.54,,,,
1839.625,284.55,284.55,,,,
1839.708,284.57,284.57,,,,
1839.792,284.58,284.58,,,,
1839.875,284.59,284.59,,,,
1839.958,284.61,284.61,,,,
1840.042,284.62,284.62,,,,
1840.125,284.64,284.64,,,,
1840.208,284.66,284.66,,,,
1840.292,284.67,284.67,,,,
1840.375,284.69,284.69,,,,
1840.458,284.7,284.7,,,,
1840.542,284.72,284.72,,,,
1840.625,284.74,284.74,,,,
1840.708,284.75,284.75,,,,
1840.792,284.77,284.77,,,,
1840.875,284.78,284.78,,,,
1840.958,284.8,284.8,,,,
1841.042,284.82,284.82,,,,
1841.125,284.83,284.83,,,,
1841.208,284.85,284.85,,,,
1841.292,284.87,284.87,,,,
1841.375,284.89,284.89,,,,
1841.458,284.91,284.91,,,,
1841.542,284.92,284.92,,,,
1841.625,284.94,284.94,,,,
1841.708,284.96,284.96,,,,
1841.792,284.98,284.98,,,,
1841.875,285,285,,,,
1841.958,285.01,285.01,,,,
1842.042,285.03,285.03,,,,
1842.125,285.05,285.05,,,,
1842.208,285.07,285.07,,,,
1842.292,285.09,285.09,,,,
1842.375,285.11,285.11,,,,
1842.458,285.13,285.13,,,,
1842.542,285.14,285.14,,,,
1842.625,285.16,285.16,,,,
1842.708,285.18,285.18,,,,
1842.792,285.2,285.2,,,,
1842.875,285.22,285.22,,,,
1842.958,285.24,285.24,,,,
1843.042,285.26,285.26,,,,
1843.125,285.28,285.28,,,,
1843.208,285.3,285.3,,,,
1843.292,285.31,285.31,,,,
1843.375,285.33,285.33,,,,
1843.458,285.35,285.35,,,,
1843.542,285.37,285.37,,,,
1843.625,285.39,285.39,,,,
1843.708,285.41,285.41,,,,
1843.792,285.43,285.43,,,,
1843.875,285.45,285.45,,,,
1843.958,285.47,285.47,,,,
1844.042,285.48,285.48,,,,
1844.125,285.5,285.5,,,,
1844.208,285.52,285.52,,,,
1844.292,285.54,285.54,,,,
1844.375,285.56,285.56,,,,
1844.458,285.57,285.57,,,,
1844.542,285.59,285.59,,,,
1844.625,285.61,285.61,,,,
1844.708,285.63,285.63,,,,
1844.792,285.64,285.64,,,,
1844.875,285.66,285.66,,,,
1844.958,285.68,285.68,,,,
1845.042,285.7,285.7,,,,
1845.125,285.71,285.71,,,,
1845.208,285.73,285.73,,,,
1845.292,285.75,285.75,,,,
1845.375,285.76,285.76,,,,
1845.458,285.78,285.78,,,,
1845.542,285.8,285.8,,,,
1845.625,285.81,285.81,,,,
1845.708,285.83,285.83,,,,
1845.792,285.85,285.85,,,,
1845.875,285.86,285.86,,,,
1845.958,285.88,285.88,,,,
1846.042,285.9,285.9,,,,
1846.125,285.91,285.91,,,,
1846.208,285.93,285.93,,,,
1846.292,285.94,285.94,,,,
1846.375,285.96,285.96,,,,
1846.458,285.97,285.97,,,,
1846.542,285.98,285.98,,,,
1846.625,286,286,,,,
1846.708,286.01,286.01,,,,
1846.792,286.03,286.03,,,,
1846.875,286.04,286.04,,,,
1846.958,286.06,286.06,,,,
1847.042,286.07,286.07,,,,
1847.125,286.09,286.09,,,,
1847.208,286.1,286.1,,,,
1847.292,286.11,286.11,,,,
1847.375,286.12,286.12,,,,
1847.458,286.14,286.14,,,,
1847.542,286.15,286.15,,,,
1847.625,286.16,286.16,,,,
1847.708,286.17,286.17,,,,
1847.792,286.19,286.19,,,,
1847.875,286.2,286.2,,,,
1847.958,286.21,286.21,,,,
1848.042,286.22,286.22,,,,
1848.125,286.23,286.23,,,,
1848.208,286.24,286.24,,,,
1848.292,286.25,286.25,,,,
1848.375,286.26,286.26,,,,
1848.458,286.27,286.27,,,,
1848.542,286.28,286.28,,,,
1848.625,286.3,286.3,,,,
1848.708,286.31,286.31,,,,
1848.792,286.32,286.32,,,,
1848.875,286.33,286.33,,,,
1848.958,286.34,286.34,,,,
1849.042,286.34,286.34,,,,
1849.125,286.35,286.35,,,,
1849.208,286.36,286.36,,,,
1849.292,286.37,286.37,,,,
1849.375,286.37,286.37,,,,
1849.458,286.38,286.38,,,,
1849.542,286.39,286.39,,,,
1849.625,286.4,286.4,,,,
1849.708,286.4,286.4,,,,
1849.792,286.41,286.41,,,,
1849.875,286.42,286.42,,,,
1849.958,286.43,286.43,,,,
1850.042,286.43,286.43,,,,
1850.125,286.44,286.44,,,,
1850.208,286.44,286.44,,,,
1850.292,286.45,286.45,,,,
1850.375,286.45,286.45,,,,
1850.458,286.46,286.46,,,,
1850.542,286.46,286.46,,,,
1850.625,286.47,286.47,,,,
1850.708,286.47,286.47,,,,
1850.792,286.48,286.48,,,,
1850.875,286.48,286.48,,,,
1850.958,286.49,286.49,,,,
1851.042,286.49,286.49,,,,
1851.125,286.49,286.49,,,,
1851.208,286.5,286.5,,,,
1851.292,286.5,286.5,,,,
1851.375,286.5,286.5,,,,
1851.458,286.5,286.5,,,,
1851.542,286.51,286.51,,,,
1851.625,286.51,286.51,,,,
1851.708,286.51,286.51,,,,
1851.792,286.52,286.52,,,,
1851.875,286.52,286.52,,,,
1851.958,286.52,286.52,,,,
1852.042,286.52,286.52,,,,
1852.125,286.52,286.52,,,,
1852.208,286.52,286.52,,,,
1852.292,286.52,286.52,,,,
1852.375,286.52,286.52,,,,
1852.458,286.52,286.52,,,,
1852.542,286.52,286.52,,,,
1852.625,286.52,286.52,,,,
1852.708,286.53,286.53,,,,
1852.792,286.53,286.53,,,,
1852.875,286.53,286.53,,,,
1852.958,286.53,286.53,,,,
1853.042,286.53,286.53,,,,
1853.125,286.52,286.52,,,,
1853.208,286.52,286.52,,,,
1853.292,286.52,286.52,,,,
1853.375,286.52,286.52,,,,
1853.458,286.52,286.52,,,,
1853.542,286.52,286.52,,,,
1853.625,286.52,286.52,,,,
1853.708,286.51,286.51,,,,
1853.792,286.51,286.51,,,,
1853.875,286.51,286.51,,,,
1853.958,286.51,286.51,,,,
1854.042,286.51,286.51,,,,
1854.125,286.5,286.5,,,,
1854.208,286.5,286.5,,,,
1854.292,286.5,286.5,,,,
1854.375,286.5,286.5,,,,
1854.458,286.49,286.49,,,,
1854.542,286.49,286.49,,,,
1854.625,286.49,286.49,,,,
1854.708,286.49,286.49,,,,
1854.792,286.48,286.48,,,,
1854.875,286.48,286.48,,,,
1854.958,286.48,286.48,,,,
1855.042,286.48,286.48,,,,
1855.125,286.47,286.47,,,,
1855.208,286.47,286.47,,,,
1855.292,286.47,286.47,,,,
1855.375,286.47,286.47,,,,
1855.458,286.46,286.46,,,,
1855.542,286.46,286.46,,,,
