yr,ssp3,ssp1,,,,
1718.375,277.12,277.12,,,,
1718.459,277.12,277.12,,,,
1718.542,277.13,277.13,,,,
1718.625,277.13,277.13,,,,
1718.709,277.13,277.13,,,,
1718.792,277.14,277.14,,,,
1718.875,277.14,277.14,,,,
1718.959,277.14,277.14,,,,
1719.042,277.15,277.15,,,,
1719.125,277.15,277.15,,,,
1719.209,277.15,277.15,,,,
1719.292,277.16,277.16,,,,
1719.375,277.16,277.16,,,,
1719.459,277.16,277.16,,,,
1719.542,277.17,277.17,,,,
1719.625,277.17,277.17,,,,
1719.709,277.17,277.17,,,,
1719.792,277.18,277.18,,,,
1719.875,277.18,277.18,,,,
1719.959,277.18,277.18,,,,
1720.042,277.19,277.19,,,,
1720.125,277.19,277.19,,,,
1720.209,277.2,277.2,,,,
1720.292,277.2,277.2,,,,
1720.375,277.2,277.2,,,,
1720.459,277.21,277.21,,,,
1720.542,277.21,277.21,,,,
1720.625,277.21,277.21,,,,
1720.709,277.22,277.22,,,,
1720.792,277.22,277.22,,,,
1720.875,277.22,277.22,,,,
1720.959,277.23,277.23,,,,
1721.042,277.23,277.23,,,,
1721.125,277.24,277.24,,,,
1721.209,277.24,277.24,,,,
1721.292,277.24,277.24,,,,
1721.375,277.25,277.25,,,,
1721.459,277.25,277.25,,,,
1721.542,277.25,277.25,,,,
1721.625,277.26,277.26,,,,
1721.709,277.26,277.26,,,,
1721.792,277.27,277.27,,,,
1721.875,277.27,277.27,,,,
1721.959,277.27,277.27,,,,
1722.042,277.28,277.28,,,,
1722.125,277.28,277.28,,,,
1722.209,277.29,277.29,,,,
1722.292,277.29,277.29,,,,
1722.375,277.29,277.29,,,,
1722.459,277.3,277.3,,,,
1722.542,277.3,277.3,,,,
1722.625,277.31,277.31,,,,
1722.709,277.31,277.31,,,,
1722.792,277.31,277.31,,,,
1722.875,277.32,277.32,,,,
1722.959,277.32,277.32,,,,
1723.042,277.33,277.33,,,,
1723.125,277.33,277.33,,,,
1723.209,277.33,277.33,,,,
1723.292,277.34,277.34,,,,
1723.375,277.34,277.34,,,,
1723.459,277.35,277.35,,,,
1723.542,277.35,277.35,,,,
1723.625,277.36,277.36,,,,
1723.709,277.36,277.36,,,,
1723.792,277.36,277.36,,,,
1723.875,277.37,277.37,,,,
1723.959,277.37,277.37,,,,
1724.042,277.38,277.38,,,,
1724.125,277.38,277.38,,,,
1724.209,277.38,277.38,,,,
1724.292,277.39,277.39,,,,
1724.375,277.39,277.39,,,,
1724.459,277.4,277.4,,,,
1724.542,277.4,277.4,,,,
1724.625,277.41,277.41,,,,
1724.709,277.41,277.41,,,,
1724.792,277.41,277.41,,,,
1724.875,277.42,277.42,,,,
1724.959,277.42,277.42,,,,
1725.042,277.43,277.43,,,,
1725.125,277.43,277.43,,,,
1725.209,277.43,277.43,,,,
1725.292,277.44,277.44,,,,
1725.375,277.44,277.44,,,,
1725.459,277.45,277.45,,,,
1725.542,277.45,277.45,,,,
1725.625,277.46,277.46,,,,
1725.709,277.46,277.46,,,,
1725.792,277.46,277.46,,,,
1725.875,277.47,277.47,,,,
1725.959,277.47,277.47,,,,
1726.042,277.48,277.48,,,,
1726.125,277.48,277.48,,,,
1726.209,277.48,277.48,,,,
1726.292,277.49,277.49,,,,
1726.375,277.49,277.49,,,,
1726.459,277.5,277.5,,,,
1726.542,277.5,277.5,,,,
1726.625,277.5,277.5,,,,
1726.709,277.51,277.51,,,,
1726.792,277.51,277.51,,,,
1726.875,277.51,277.51,,,,
1726.959,277.52,277.52,,,,
1727.042,277.52,277.52,,,,
1727.125,277.53,277.53,,,,
1727.209,277.53,277.53,,,,
1727.292,277.53,277.53,,,,
1727.375,277.54,277.54,,,,
1727.459,277.54,277.54,,,,
1727.542,277.54,277.54,,,,
1727.625,277.55,277.55,,,,
1727.709,277.55,277.55,,,,
1727.792,277.55,277.55,,,,
1727.875,277.56,277.56,,,,
1727.959,277.56,277.56,,,,
1728.042,277.56,277.56,,,,
1728.125,277.57,277.57,,,,
1728.209,277.57,277.57,,,,
1728.292,277.57,277.57,,,,
1728.375,277.58,277.58,,,,
1728.459,277.58,277.58,,,,
1728.542,277.58,277.58,,,,
1728.625,277.59,277.59,,,,
1728.709,277.59,277.59,,,,
1728.792,277.59,277.59,,,,
1728.875,277.6,277.6,,,,
1728.959,277.6,277.6,,,,
1729.042,277.6,277.6,,,,
1729.125,277.6,277.6,,,,
1729.209,277.61,277.61,,,,
1729.292,277.61,277.61,,,,
1729.375,277.61,277.61,,,,
1729.459,277.61,277.61,,,,
1729.542,277.62,277.62,,,,
1729.625,277.62,277.62,,,,
1729.709,277.62,277.62,,,,
1729.792,277.62,277.62,,,,
1729.875,277.63,277.63,,,,
1729.959,277.63,277.63,,,,
1730.042,277.63,277.63,,,,
1730.125,277.63,277.63,,,,
1730.209,277.63,277.63,,,,
1730.292,277.64,277.64,,,,
1730.375,277.64,277.64,,,,
1730.459,277.64,277.64,,,,
1730.542,277.64,277.64,,,,
1730.625,277.64,277.64,,,,
1730.709,277.64,277.64,,,,
1730.792,277.65,277.65,,,,
1730.875,277.65,277.65,,,,
1730.959,277.65,277.65,,,,
1731.042,277.65,277.65,,,,
1731.125,277.65,277.65,,,,
1731.209,277.65,277.65,,,,
1731.292,277.65,277.65,,,,
1731.375,277.65,277.65,,,,
1731.459,277.66,277.66,,,,
1731.542,277.66,277.66,,,,
1731.625,277.66,277.66,,,,
1731.709,277.66,277.66,,,,
1731.792,277.66,277.66,,,,
1731.875,277.66,277.66,,,,
1731.959,277.66,277.66,,,,
1732.042,277.66,277.66,,,,
1732.125,277.66,277.66,,,,
1732.209,277.66,277.66,,,,
1732.292,277.66,277.66,,,,
1732.375,277.66,277.66,,,,
1732.459,277.66,277.66,,,,
1732.542,277.66,277.66,,,,
1732.625,277.66,277.66,,,,
1732.709,277.66,277.66,,,,
1732.792,277.66,277.66,,,,
1732.875,277.66,277.66,,,,
1732.959,277.66,277.66,,,,
1733.042,277.66,277.66,,,,
1733.125,277.66,277.66,,,,
1733.209,277.66,277.66,,,,
1733.292,277.65,277.65,,,,
1733.375,277.65,277.65,,,,
1733.459,277.65,277.65,,,,
1733.542,277.65,277.65,,,,
1733.625,277.65,277.65,,,,
1733.709,277.65,277.65,,,,
1733.792,277.65,277.65,,,,
1733.875,277.65,277.65,,,,
1733.959,277.64,277.64,,,,
1734.042,277.64,277.64,,,,
1734.125,277.64,277.64,,,,
1734.209,277.64,277.64,,,,
1734.292,277.64,277.64,,,,
1734.375,277.63,277.63,,,,
1734.459,277.63,277.63,,,,
1734.542,277.63,277.63,,,,
1734.625,277.63,277.63,,,,
1734.709,277.62,277.62,,,,
1734.792,277.62,277.62,,,,
1734.875,277.62,277.62,,,,
1734.959,277.62,277.62,,,,
1735.042,277.61,277.61,,,,
1735.125,277.61,277.61,,,,
1735.209,277.61,277.61,,,,
1735.292,277.6,277.6,,,,
1735.375,277.6,277.6,,,,
1735.459,277.59,277.59,,,,
1735.542,277.59,277.59,,,,
1735.625,277.59,277.59,,,,
1735.709,277.58,277.58,,,,
1735.792,277.58,277.58,,,,
1735.875,277.58,277.58,,,,
1735.959,277.57,277.57,,,,
1736.042,277.57,277.57,,,,
1736.125,277.56,277.56,,,,
1736.209,277.56,277.56,,,,
1736.292,277.56,277.56,,,,
1736.375,277.55,277.55,,,,
1736.459,277.55,277.55,,,,
1736.542,277.54,277.54,,,,
1736.625,277.54,277.54,,,,
1736.709,277.53,277.53,,,,
1736.792,277.53,277.53,,,,
1736.875,277.52,277.52,,,,
1736.959,277.52,277.52,,,,
1737.042,277.52,277.52,,,,
1737.125,277.51,277.51,,,,
1737.209,277.51,277.51,,,,
1737.292,277.5,277.5,,,,
1737.375,277.5,277.5,,,,
1737.459,277.49,277.49,,,,
1737.542,277.48,277.48,,,,
1737.625,277.48,277.48,,,,
1737.709,277.47,277.47,,,,
1737.792,277.47,277.47,,,,
1737.875,277.46,277.46,,,,
1737.959,277.46,277.46,,,,
1738.042,277.45,277.45,,,,
1738.125,277.45,277.45,,,,
1738.209,277.44,277.44,,,,
1738.292,277.44,277.44,,,,
1738.375,277.43,277.43,,,,
1738.459,277.43,277.43,,,,
1738.542,277.42,277.42,,,,
1738.625,277.41,277.41,,,,
1738.709,277.41,277.41,,,,
1738.792,277.4,277.4,,,,
1738.875,277.4,277.4,,,,
1738.959,277.39,277.39,,,,
1739.042,277.39,277.39,,,,
1739.125,277.38,277.38,,,,
1739.209,277.38,277.38,,,,
1739.292,277.37,277.37,,,,
1739.375,277.36,277.36,,,,
1739.459,277.36,277.36,,,,
1739.542,277.35,277.35,,,,
1739.625,277.35,277.35,,,,
1739.709,277.34,277.34,,,,
1739.792,277.33,277.33,,,,
1739.875,277.33,277.33,,,,
1739.959,277.32,277.32,,,,
1740.042,277.32,277.32,,,,
1740.125,277.31,277.31,,,,
1740.209,277.31,277.31,,,,
1740.292,277.3,277.3,,,,
1740.375,277.29,277.29,,,,
1740.459,277.29,277.29,,,,
1740.542,277.28,277.28,,,,
1740.625,277.28,277.28,,,,
1740.709,277.27,277.27,,,,
1740.792,277.26,277.26,,,,
1740.875,277.26,277.26,,,,
1740.959,277.25,277.25,,,,
1741.042,277.25,277.25,,,,
1741.125,277.24,277.24,,,,
1741.209,277.24,277.24,,,,
1741.292,277.23,277.23,,,,
1741.375,277.22,277.22,,,,
1741.459,277.22,277.22,,,,
1741.542,277.21,277.21,,,,
1741.625,277.21,277.21,,,,
1741.709,277.2,277.2,,,,
1741.792,277.2,277.2,,,,
1741.875,277.19,277.19,,,,
1741.959,277.18,277.18,,,,
1742.042,277.18,277.18,,,,
1742.125,277.17,277.17,,,,
1742.209,277.17,277.17,,,,
1742.292,277.16,277.16,,,,
1742.375,277.16,277.16,,,,
1742.459,277.15,277.15,,,,
1742.542,277.15,277.15,,,,
1742.625,277.14,277.14,,,,
1742.709,277.14,277.14,,,,
1742.792,277.13,277.13,,,,
1742.875,277.12,277.12,,,,
1742.959,277.12,277.12,,,,
1743.042,277.11,277.11,,,,
1743.125,277.11,277.11,,,,
1743.209,277.1,277.1,,,,
1743.292,277.1,277.1,,,,
1743.375,277.09,277.09,,,,
1743.459,277.09,277.09,,,,
1743.542,277.09,277.09,,,,
1743.625,277.08,277.08,,,,
1743.709,277.08,277.08,,,,
1743.792,277.07,277.07,,,,
1743.875,277.07,277.07,,,,
1743.959,277.06,277.06,,,,
1744.042,277.06,277.06,,,,
1744.125,277.05,277.05,,,,
1744.209,277.05,277.05,,,,
1744.292,277.04,277.04,,,,
1744.375,277.04,277.04,,,,
1744.459,277.03,277.03,,,,
1744.542,277.03,277.03,,,,
1744.625,277.03,277.03,,,,
1744.709,277.02,277.02,,,,
1744.792,277.02,277.02,,,,
1744.875,277.01,277.01,,,,
1744.959,277.01,277.01,,,,
1745.042,277,277,,,,
1745.125,277,277,,,,
1745.209,277,277,,,,
1745.292,276.99,276.99,,,,
1745.375,276.99,276.99,,,,
1745.459,276.98,276.98,,,,
1745.542,276.98,276.98,,,,
1745.625,276.97,276.97,,,,
1745.709,276.97,276.97,,,,
1745.792,276.97,276.97,,,,
1745.875,276.96,276.96,,,,
1745.959,276.96,276.96,,,,
1746.042,276.95,276.95,,,,
1746.125,276.95,276.95,,,,
1746.209,276.95,276.95,,,,
1746.292,276.94,276.94,,,,
1746.375,276.94,276.94,,,,
1746.459,276.94,276.94,,,,
1746.542,276.93,276.93,,,,
1746.625,276.93,276.93,,,,
1746.709,276.93,276.93,,,,
1746.792,276.92,276.92,,,,
1746.875,276.92,276.92,,,,
1746.959,276.91,276.91,,,,
1747.042,276.91,276.91,,,,
1747.125,276.91,276.91,,,,
1747.209,276.9,276.9,,,,
1747.292,276.9,276.9,,,,
1747.375,276.9,276.9,,,,
1747.459,276.89,276.89,,,,
1747.542,276.89,276.89,,,,
1747.625,276.89,276.89,,,,
1747.709,276.88,276.88,,,,
1747.792,276.88,276.88,,,,
1747.875,276.88,276.88,,,,
1747.959,276.87,276.87,,,,
1748.042,276.87,276.87,,,,
1748.125,276.87,276.87,,,,
1748.209,276.86,276.86,,,,
1748.292,276.86,276.86,,,,
1748.375,276.86,276.86,,,,
1748.459,276.85,276.85,,,,
1748.542,276.85,276.85,,,,
1748.625,276.85,276.85,,,,
1748.709,276.84,276.84,,,,
1748.792,276.84,276.84,,,,
1748.875,276.84,276.84,,,,
1748.959,276.83,276.83,,,,
1749.042,276.83,276.83,,,,
1749.125,276.83,276.83,,,,
1749.209,276.82,276.82,,,,
1749.292,276.82,276.82,,,,
1749.375,276.82,276.82,,,,
1749.459,276.82,276.82,,,,
1749.542,276.81,276.81,,,,
1749.625,276.81,276.81,,,,
1749.709,276.81,276.81,,,,
1749.792,276.8,276.8,,,,
1749.875,276.8,276.8,,,,
1749.959,276.8,276.8,,,,
1750.042,276.79,276.79,,,,
1750.125,276.79,276.79,,,,
1750.209,276.79,276.79,,,,
1750.292,276.79,276.79,,,,
1750.375,276.78,276.78,,,,
1750.459,276.78,276.78,,,,
1750.542,276.78,276.78,,,,
1750.625,276.77,276.77,,,,
1750.709,276.77,276.77,,,,
1750.792,276.77,276.77,,,,
1750.875,276.77,276.77,,,,
1750.959,276.76,276.76,,,,
1751.042,276.76,276.76,,,,
1751.125,276.76,276.76,,,,
1751.209,276.75,276.75,,,,
1751.292,276.75,276.75,,,,
1751.375,276.75,276.75,,,,
1751.459,276.75,276.75,,,,
1751.542,276.74,276.74,,,,
1751.625,276.74,276.74,,,,
1751.709,276.74,276.74,,,,
1751.792,276.73,276.73,,,,
1751.875,276.73,276.73,,,,
1751.959,276.73,276.73,,,,
1752.042,276.73,276.73,,,,
1752.125,276.72,276.72,,,,
1752.209,276.72,276.72,,,,
1752.292,276.72,276.72,,,,
1752.375,276.72,276.72,,,,
1752.459,276.71,276.71,,,,
1752.542,276.71,276.71,,,,
1752.625,276.71,276.71,,,,
1752.709,276.7,276.7,,,,
1752.792,276.7,276.7,,,,
1752.875,276.7,276.7,,,,
1752.959,276.7,276.7,,,,
1753.042,276.69,276.69,,,,
1753.125,276.69,276.69,,,,
1753.209,276.69,276.69,,,,
1753.292,276.69,276.69,,,,
1753.375,276.68,276.68,,,,
1753.459,276.68,276.68,,,,
1753.542,276.68,276.68,,,,
1753.625,276.68,276.68,,,,
1753.709,276.67,276.67,,,,
1753.792,276.67,276.67,,,,
1753.875,276.67,276.67,,,,
1753.959,276.67,276.67,,,,
1754.042,276.66,276.66,,,,
1754.125,276.66,276.66,,,,
1754.209,276.66,276.66,,,,
1754.292,276.66,276.66,,,,
1754.375,276.65,276.65,,,,
1754.459,276.65,276.65,,,,
1754.542,276.65,276.65,,,,
1754.625,276.65,276.65,,,,
1754.709,276.65,276.65,,,,
1754.792,276.64,276.64,,,,
1754.875,276.64,276.64,,,,
1754.959,276.64,276.64,,,,
1755.042,276.64,276.64,,,,
1755.125,276.63,276.63,,,,
1755.209,276.63,276.63,,,,
1755.292,276.63,276.63,,,,
1755.375,276.63,276.63,,,,
1755.459,276.63,276.63,,,,
1755.542,276.62,276.62,,,,
1755.625,276.62,276.62,,,,
1755.709,276.62,276.62,,,,
1755.792,276.62,276.62,,,,
1755.875,276.62,276.62,,,,
1755.959,276.62,276.62,,,,
1756.042,276.61,276.61,,,,
1756.125,276.61,276.61,,,,
1756.209,276.61,276.61,,,,
1756.292,276.61,276.61,,,,
1756.375,276.61,276.61,,,,
1756.459,276.61,276.61,,,,
1756.542,276.6,276.6,,,,
1756.625,276.6,276.6,,,,
1756.709,276.6,276.6,,,,
1756.792,276.6,276.6,,,,
1756.875,276.6,276.6,,,,
1756.959,276.6,276.6,,,,
1757.042,276.59,276.59,,,,
1757.125,276.59,276.59,,,,
1757.209,276.59,276.59,,,,
1757.292,276.59,276.59,,,,
1757.375,276.59,276.59,,,,
1757.459,276.59,276.59,,,,
1757.542,276.59,276.59,,,,
1757.625,276.59,276.59,,,,
1757.709,276.59,276.59,,,,
1757.792,276.58,276.58,,,,
1757.875,276.58,276.58,,,,
1757.959,276.58,276.58,,,,
1758.042,276.58,276.58,,,,
1758.125,276.58,276.58,,,,
1758.209,276.58,276.58,,,,
1758.292,276.58,276.58,,,,
1758.375,276.58,276.58,,,,
1758.459,276.58,276.58,,,,
1758.542,276.58,276.58,,,,
1758.625,276.58,276.58,,,,
1758.709,276.58,276.58,,,,
1758.792,276.58,276.58,,,,
1758.875,276.58,276.58,,,,
1758.959,276.58,276.58,,,,
1759.042,276.57,276.57,,,,
1759.125,276.58,276.58,,,,
1759.209,276.58,276.58,,,,
1759.292,276.58,276.58,,,,
1759.375,276.58,276.58,,,,
1759.459,276.58,276.58,,,,
1759.542,276.58,276.58,,,,
1759.625,276.58,276.58,,,,
1759.709,276.58,276.58,,,,
1759.792,276.58,276.58,,,,
1759.875,276.58,276.58,,,,
1759.959,276.58,276.58,,,,
1760.042,276.58,276.58,,,,
1760.125,276.58,276.58,,,,
1760.209,276.58,276.58,,,,
1760.292,276.58,276.58,,,,
1760.375,276.58,276.58,,,,
1760.459,276.58,276.58,,,,
1760.542,276.58,276.58,,,,
1760.625,276.58,276.58,,,,
1760.709,276.58,276.58,,,,
1760.792,276.58,276.58,,,,
1760.875,276.58,276.58,,,,
1760.959,276.58,276.58,,,,
1761.042,276.59,276.59,,,,
1761.125,276.59,276.59,,,,
1761.209,276.59,276.59,,,,
1761.292,276.59,276.59,,,,
1761.375,276.59,276.59,,,,
1761.459,276.59,276.59,,,,
1761.542,276.6,276.6,,,,
1761.625,276.6,276.6,,,,
1761.709,276.6,276.6,,,,
1761.792,276.6,276.6,,,,
1761.875,276.6,276.6,,,,
1761.959,276.6,276.6,,,,
1762.042,276.61,276.61,,,,
1762.125,276.61,276.61,,,,
1762.209,276.61,276.61,,,,
1762.292,276.61,276.61,,,,
1762.375,276.62,276.62,,,,
1762.459,276.62,276.62,,,,
1762.542,276.62,276.62,,,,
1762.625,276.62,276.62,,,,
1762.709,276.63,276.63,,,,
1762.792,276.63,276.63,,,,
1762.875,276.63,276.63,,,,
1762.959,276.63,276.63,,,,
1763.042,276.64,276.64,,,,
1763.125,276.64,276.64,,,,
1763.209,276.64,276.64,,,,
1763.292,276.65,276.65,,,,
1763.375,276.65,276.65,,,,
1763.459,276.65,276.65,,,,
1763.542,276.66,276.66,,,,
1763.625,276.66,276.66,,,,
1763.709,276.66,276.66,,,,
1763.792,276.67,276.67,,,,
1763.875,276.67,276.67,,,,
1763.959,276.67,276.67,,,,
1764.042,276.68,276.68,,,,
1764.125,276.68,276.68,,,,
1764.209,276.69,276.69,,,,
1764.292,276.69,276.69,,,,
1764.375,276.7,276.7,,,,
1764.459,276.7,276.7,,,,
1764.542,276.7,276.7,,,,
1764.625,276.71,276.71,,,,
1764.709,276.71,276.71,,,,
1764.792,276.72,276.72,,,,
1764.875,276.72,276.72,,,,
1764.959,276.73,276.73,,,,
1765.042,276.73,276.73,,,,
1765.125,276.74,276.74,,,,
1765.209,276.74,276.74,,,,
1765.292,276.75,276.75,,,,
1765.375,276.75,276.75,,,,
1765.459,276.76,276.76,,,,
1765.542,276.76,276.76,,,,
1765.625,276.77,276.77,,,,
1765.709,276.77,276.77,,,,
1765.792,276.78,276.78,,,,
1765.875,276.78,276.78,,,,
1765.959,276.79,276.79,,,,
1766.042,276.8,276.8,,,,
1766.125,276.8,276.8,,,,
1766.209,276.81,276.81,,,,
1766.292,276.81,276.81,,,,
1766.375,276.82,276.82,,,,
1766.459,276.83,276.83,,,,
1766.542,276.83,276.83,,,,
1766.625,276.84,276.84,,,,
1766.709,276.84,276.84,,,,
1766.792,276.85,276.85,,,,
1766.875,276.86,276.86,,,,
1766.959,276.86,276.86,,,,
1767.042,276.87,276.87,,,,
1767.125,276.88,276.88,,,,
1767.209,276.88,276.88,,,,
1767.292,276.89,276.89,,,,
1767.375,276.9,276.9,,,,
1767.459,276.9,276.9,,,,
1767.542,276.91,276.91,,,,
1767.625,276.92,276.92,,,,
1767.709,276.92,276.92,,,,
1767.792,276.93,276.93,,,,
1767.875,276.94,276.94,,,,
1767.959,276.94,276.94,,,,
1768.042,276.95,276.95,,,,
1768.125,276.96,276.96,,,,
1768.209,276.97,276.97,,,,
1768.292,276.97,276.97,,,,
1768.375,276.98,276.98,,,,
1768.459,276.99,276.99,,,,
1768.542,277,277,,,,
1768.625,277,277,,,,
1768.709,277.01,277.01,,,,
1768.792,277.02,277.02,,,,
1768.875,277.03,277.03,,,,
1768.959,277.03,277.03,,,,
1769.042,277.04,277.04,,,,
1769.125,277.05,277.05,,,,
1769.209,277.06,277.06,,,,
1769.292,277.07,277.07,,,,
1769.375,277.07,277.07,,,,
1769.459,277.08,277.08,,,,
1769.542,277.09,277.09,,,,
1769.625,277.1,277.1,,,,
1769.709,277.11,277.11,,,,
1769.792,277.11,277.11,,,,
1769.875,277.12,277.12,,,,
1769.959,277.13,277.13,,,,
1770.042,277.14,277.14,,,,
1770.125,277.15,277.15,,,,
1770.209,277.16,277.16,,,,
1770.292,277.16,277.16,,,,
1770.375,277.17,277.17,,,,
1770.459,277.18,277.18,,,,
1770.542,277.19,277.19,,,,
1770.625,277.2,277.2,,,,
1770.709,277.21,277.21,,,,
1770.792,277.22,277.22,,,,
1770.875,277.22,277.22,,,,
1770.959,277.23,277.23,,,,
1771.042,277.24,277.24,,,,
1771.125,277.25,277.25,,,,
1771.209,277.26,277.26,,,,
1771.292,277.27,277.27,,,,
1771.375,277.28,277.28,,,,
1771.459,277.29,277.29,,,,
1771.542,277.29,277.29,,,,
1771.625,277.3,277.3,,,,
1771.709,277.31,277.31,,,,
1771.792,277.32,277.32,,,,
1771.875,277.33,277.33,,,,
1771.959,277.34,277.34,,,,
1772.042,277.35,277.35,,,,
1772.125,277.36,277.36,,,,
1772.209,277.37,277.37,,,,
1772.292,277.38,277.38,,,,
1772.375,277.38,277.38,,,,
1772.459,277.39,277.39,,,,
1772.542,277.4,277.4,,,,
1772.625,277.41,277.41,,,,
1772.709,277.42,277.42,,,,
1772.792,277.43,277.43,,,,
1772.875,277.44,277.44,,,,
1772.959,277.45,277.45,,,,
1773.042,277.46,277.46,,,,
1773.125,277.47,277.47,,,,
1773.209,277.48,277.48,,,,
1773.292,277.49,277.49,,,,
1773.375,277.5,277.5,,,,
1773.459,277.5,277.5,,,,
1773.542,277.51,277.51,,,,
1773.625,277.52,277.52,,,,
1773.709,277.53,277.53,,,,
1773.792,277.54,277.54,,,,
1773.875,277.55,277.55,,,,
1773.959,277.56,277.56,,,,
1774.042,277.57,277.57,,,,
1774.125,277.58,277.58,,,,
1774.209,277.59,277.59,,,,
1774.292,277.6,277.6,,,,
1774.375,277.61,277.61,,,,
1774.459,277.62,277.62,,,,
1774.542,277.63,277.63,,,,
1774.625,277.64,277.64,,,,
1774.709,277.65,277.65,,,,
1774.792,277.66,277.66,,,,
1774.875,277.67,277.67,,,,
1774.959,277.68,277.68,,,,
1775.042,277.68,277.68,,,,
1775.125,277.69,277.69,,,,
1775.209,277.7,277.7,,,,
1775.292,277.71,277.71,,,,
1775.375,277.72,277.72,,,,
1775.459,277.73,277.73,,,,
1775.542,277.74,277.74,,,,
1775.625,277.75,277.75,,,,
1775.709,277.76,277.76,,,,
1775.792,277.77,277.77,,,,
1775.875,277.78,277.78,,,,
1775.959,277.79,277.79,,,,
1776.042,277.8,277.8,,,,
1776.125,277.81,277.81,,,,
1776.209,277.82,277.82,,,,
1776.292,277.83,277.83,,,,
1776.375,277.84,277.84,,,,
1776.459,277.85,277.85,,,,
1776.542,277.86,277.86,,,,
1776.625,277.87,277.87,,,,
1776.709,277.88,277.88,,,,
1776.792,277.89,277.89,,,,
1776.875,277.9,277.9,,,,
1776.959,277.91,277.91,,,,
1777.042,277.92,277.92,,,,
1777.125,277.93,277.93,,,,
1777.209,277.94,277.94,,,,
1777.292,277.95,277.95,,,,
1777.375,277.97,277.97,,,,
1777.459,277.98,277.98,,,,
1777.542,277.99,277.99,,,,
1777.625,278,278,,,,
1777.709,278.01,278.01,,,,
1777.792,278.02,278.02,,,,
1777.875,278.03,278.03,,,,
1777.959,278.04,278.04,,,,
1778.042,278.05,278.05,,,,
1778.125,278.06,278.06,,,,
1778.209,278.07,278.07,,,,
1778.292,278.08,278.08,,,,
1778.375,278.09,278.09,,,,
1778.459,278.1,278.1,,,,
1778.542,278.11,278.11,,,,
1778.625,278.13,278.13,,,,
1778.709,278.14,278.14,,,,
1778.792,278.15,278.15,,,,
1778.875,278.16,278.16,,,,
1778.959,278.17,278.17,,,,
1779.042,278.18,278.18,,,,
1779.125,278.19,278.19,,,,
1779.209,278.2,278.2,,,,
1779.292,278.21,278.21,,,,
1779.375,278.23,278.23,,,,
1779.459,278.24,278.24,,,,
1779.542,278.25,278.25,,,,
1779.625,278.26,278.26,,,,
1779.709,278.27,278.27,,,,
1779.792,278.28,278.28,,,,
1779.875,278.29,278.29,,,,
1779.959,278.31,278.31,,,,
1780.042,278.32,278.32,,,,
1780.125,278.33,278.33,,,,
1780.209,278.34,278.34,,,,
1780.292,278.36,278.36,,,,
1780.375,278.37,278.37,,,,
1780.459,278.38,278.38,,,,
1780.542,278.39,278.39,,,,
1780.625,278.4,278.4,,,,
1780.709,278.42,278.42,,,,
1780.792,278.43,278.43,,,,
1780.875,278.44,278.44,,,,
1780.959,278.45,278.45,,,,
1781.042,278.47,278.47,,,,
1781.125,278.48,278.48,,,,
1781.209,278.49,278.49,,,,
1781.292,278.51,278.51,,,,
1781.375,278.52,278.52,,,,
1781.459,278.54,278.54,,,,
1781.542,278.55,278.55,,,,
1781.625,278.56,278.56,,,,
1781.709,278.58,278.58,,,,
1781.792,278.59,278.59,,,,
1781.875,278.6,278.6,,,,
1781.959,278.62,278.62,,,,
1782.042,278.63,278.63,,,,
1782.125,278.65,278.65,,,,
1782.209,278.66,278.66,,,,
1782.292,278.68,278.68,,,,
1782.375,278.69,278.69,,,,
1782.459,278.71,278.71,,,,
1782.542,278.72,278.72,,,,
1782.625,278.74,278.74,,,,
1782.709,278.75,278.75,,,,
1782.792,278.77,278.77,,,,
1782.875,278.78,278.78,,,,
1782.959,278.8,278.8,,,,
1783.042,278.81,278.81,,,,
1783.125,278.83,278.83,,,,
1783.209,278.84,278.84,,,,
1783.292,278.86,278.86,,,,
1783.375,278.88,278.88,,,,
1783.459,278.89,278.89,,,,
1783.542,278.91,278.91,,,,
1783.625,278.92,278.92,,,,
1783.709,278.94,278.94,,,,
1783.792,278.96,278.96,,,,
1783.875,278.97,278.97,,,,
1783.959,278.99,278.99,,,,
1784.042,279,279,,,,
1784.125,279.02,279.02,,,,
1784.209,279.04,279.04,,,,
1784.292,279.05,279.05,,,,
1784.375,279.07,279.07,,,,
1784.459,279.09,279.09,,,,
1784.542,279.1,279.1,,,,
1784.625,279.12,279.12,,,,
1784.709,279.14,279.14,,,,
1784.792,279.16,279.16,,,,
1784.875,279.17,279.17,,,,
1784.959,279.19,279.19,,,,
1785.042,279.21,279.21,,,,
1785.125,279.22,279.22,,,,
1785.209,279.24,279.24,,,,
1785.292,279.26,279.26,,,,
1785.375,279.28,279.28,,,,
1785.459,279.29,279.29,,,,
1785.542,279.31,279.31,,,,
1785.625,279.33,279.33,,,,
1785.709,279.35,279.35,,,,
1785.792,279.37,279.37,,,,
1785.875,279.38,279.38,,,,
1785.959,279.4,279.4,,,,
1786.042,279.42,279.42,,,,
1786.125,279.44,279.44,,,,
1786.209,279.46,279.46,,,,
1786.292,279.47,279.47,,,,
1786.375,279.49,279.49,,,,
1786.459,279.51,279.51,,,,
1786.542,279.53,279.53,,,,
1786.625,279.55,279.55,,,,
1786.709,279.57,279.57,,,,
1786.792,279.58,279.58,,,,
1786.875,279.6,279.6,,,,
1786.959,279.62,279.62,,,,
